10.223	-8.513	6.807	-3.963	-6.826	8.865	0.000	
10.202	-8.474	6.677	-4.026	-6.738	8.840	0.033	
10.177	-8.467	6.523	-4.079	-6.684	8.834	0.067	
10.137	-8.454	6.390	-4.121	-6.632	8.822	0.100	
10.096	-8.435	6.271	-4.163	-6.563	8.845	0.133	
10.047	-8.439	6.132	-4.199	-6.505	8.864	0.167	
9.997	-8.443	6.012	-4.227	-6.433	8.908	0.200	
9.952	-8.397	5.960	-4.247	-6.391	8.921	0.233	
9.914	-8.352	5.690	-4.288	-6.282	8.955	0.267	
9.879	-8.274	5.485	-4.330	-6.208	8.933	0.300	
9.844	-8.235	5.265	-4.390	-6.094	8.961	0.333	
9.808	-8.179	5.076	-4.462	-5.945	9.044	0.367	
9.763	-8.102	4.915	-4.537	-5.760	9.184	0.400	
9.716	-7.991	4.770	-4.587	-5.610	9.313	0.433	
9.677	-7.881	4.627	-4.619	-5.492	9.427	0.467	
9.638	-7.782	4.493	-4.647	-5.406	9.524	0.500	
9.607	-7.710	4.336	-4.667	-5.324	9.625	0.533	
9.574	-7.622	4.212	-4.686	-5.218	9.749	0.567	
9.548	-7.533	4.088	-4.694	-5.136	9.851	0.600	
9.529	-7.445	3.965	-4.701	-5.050	9.950	0.633	
9.523	-7.334	3.871	-4.702	-4.984	10.022	0.667	
9.532	-7.240	3.745	-4.706	-4.939	10.069	0.700	
9.545	-7.190	3.563	-4.714	-4.872	10.141	0.733	
9.549	-7.123	3.413	-4.724	-4.827	10.188	0.767	
9.539	-7.083	3.238	-4.728	-4.786	10.239	0.800	
9.521	-7.027	3.095	-4.721	-4.786	10.239	0.833	
9.502	-6.988	2.966	-4.709	-4.801	10.210	0.867	
9.490	-6.986	2.822	-4.689	-4.816	10.182	0.900	
9.467	-6.948	2.740	-4.675	-4.811	10.179	0.933	
9.453	-6.935	2.634	-4.661	-4.806	10.176	0.967	
9.443	-6.907	2.562	-4.627	-4.806	10.178	1.000	
9.439	-6.895	2.505	-4.587	-4.826	10.156	1.033	
9.451	-6.927	2.438	-4.549	-4.862	10.104	1.067	
9.467	-6.987	2.396	-4.515	-4.862	10.107	1.100	
9.481	-7.075	2.377	-4.458	-4.918	10.073	1.133	
9.500	-7.163	2.406	-4.399	-4.959	10.070	1.167	
9.511	-7.181	2.562	-4.327	-5.006	10.073	1.200	
9.556	-7.215	2.735	-4.249	-5.067	10.046	1.233	
9.636	-7.260	2.921	-4.165	-5.128	10.020	1.267	
9.751	-7.316	3.119	-4.080	-5.190	9.993	1.300	
9.896	-7.400	3.297	-4.008	-5.231	9.991	1.333	
10.068	-7.516	3.410	-3.929	-5.283	9.999	1.367	
10.224	-7.605	3.546	-3.845	-5.340	10.011	1.400	
10.382	-7.710	3.648	-3.755	-5.417	9.999	1.433	
10.536	-7.767	3.803	-3.672	-5.499	9.990	1.467	
10.687	-7.833	3.920	-3.603	-5.582	9.980	1.500	
10.823	-7.894	4.030	-3.539	-5.644	9.995	1.533	
10.947	-7.928	4.117	-3.482	-5.691	10.040	1.567	
11.048	-7.924	4.216	-3.432	-5.754	10.054	1.600	
11.144	-7.902	4.301	-3.393	-5.785	10.084	1.633	
11.220	-7.897	4.350	-3.361	-5.817	10.114	1.667	
11.279	-7.924	4.332	-3.344	-5.858	10.107	1.700	
11.297	-7.963	4.272	-3.332	-5.885	10.130	1.733	
11.280	-7.995	4.205	-3.326	-5.897	10.184	1.767	
11.227	-7.995	4.154	-3.320	-5.908	10.237	1.800	
11.135	-7.973	4.127	-3.315	-5.914	10.285	1.833	
11.011	-7.918	4.164	-3.315	-5.915	10.328	1.867	
10.878	-7.869	4.205	-3.323	-5.931	10.341	1.900	
10.754	-7.853	4.228	-3.337	-5.926	10.379	1.933	
10.623	-7.836	4.250	-3.336	-5.916	10.413	1.967	
10.500	-7.842	4.244	-3.329	-5.907	10.449	2.000	
10.379	-7.831	4.224	-3.321	-5.897	10.484	2.033	
10.279	-7.808	4.197	-3.308	-5.902	10.490	2.067	
10.194	-7.742	4.181	-3.294	-5.913	10.500	2.100	
10.118	-7.660	4.152	-3.282	-5.929	10.514	2.133	
10.059	-7.582	4.081	-3.270	-5.939	10.524	2.167	
10.016	-7.527	3.984	-3.256	-5.935	10.564	2.200	
9.979	-7.449	3.915	-3.248	-5.915	10.634	2.233	
9.932	-7.350	3.875	-3.242	-5.930	10.647	2.267	
9.903	-7.300	3.783	-3.230	-5.941	10.657	2.300	
9.665	-6.369	4.871	-3.233	-5.042	10.869	2.333	
9.441	-5.455	5.938	-3.215	-4.116	11.099	2.367	
9.238	-4.536	7.002	-3.184	-3.169	11.351	2.400	
9.034	-3.591	8.092	-3.122	-2.236	11.618	2.433	
8.824	-2.660	9.183	-3.043	-1.307	11.890	2.467	
8.606	-1.705	10.299	-2.938	-0.357	12.185	2.500	
8.392	-0.762	11.390	-2.801	0.579	12.416	2.533	
8.149	0.200	12.509	-2.638	1.520	12.646	2.567	
7.896	1.106	13.580	-2.474	2.481	12.859	2.600	
7.632	2.011	14.651	-2.303	3.461	13.057	2.633	
7.355	2.930	15.719	-2.119	4.414	13.239	2.667	
7.060	3.857	16.778	-1.937	5.358	13.429	2.700	
6.749	4.772	17.808	-1.737	6.277	13.598	2.733	
6.424	5.668	18.768	-1.529	7.216	13.794	2.767	
6.072	6.577	19.723	-1.322	8.145	13.999	2.800	
5.932	6.593	19.470	-1.087	8.157	14.048	2.833	
5.780	6.618	19.207	-0.862	8.155	14.109	2.867	
5.621	6.656	18.970	-0.638	8.104	14.132	2.900	
5.461	6.689	18.738	-0.451	8.058	14.148	2.933	
5.322	6.697	18.453	-0.290	8.006	14.166	2.967	
5.188	6.709	18.205	-0.161	7.934	14.161	3.000	
5.053	6.715	17.959	-0.071	7.888	14.247	3.033	
4.924	6.713	17.721	-0.020	7.806	14.320	3.067	
4.813	6.700	17.493	0.023	7.717	14.439	3.100	
4.713	6.678	17.274	0.040	7.623	14.559	3.133	
4.610	6.681	17.109	0.045	7.538	14.670	3.167	
