2.809	0.322	14.876	1.520	0.282	14.393
2.809	0.322	14.876	1.525	0.303	14.440
2.810	0.332	14.826	1.530	0.304	14.487
2.809	0.343	14.876	1.520	0.304	14.487
2.798	0.343	14.876	1.515	0.313	14.440
2.797	0.355	14.926	1.515	0.323	14.440
2.797	0.355	14.926	1.515	0.323	14.440
2.788	0.364	14.876	1.520	0.334	14.487
2.787	0.376	14.926	1.520	0.355	14.487
2.787	0.386	14.926	1.509	0.365	14.487
2.797	0.428	14.926	1.505	0.384	14.440
2.817	0.471	14.976	1.509	0.395	14.487
2.827	0.515	15.027	1.520	0.405	14.487
2.836	0.527	15.078	1.535	0.417	14.534
2.836	0.569	15.078	1.535	0.437	14.534
2.845	0.616	15.182	1.540	0.449	14.582
2.835	0.637	15.182	1.540	0.469	14.582
2.822	0.663	15.286	1.550	0.469	14.582
2.791	0.660	15.234	1.560	0.489	14.582
2.770	0.671	15.234	1.560	0.510	14.582
2.758	0.684	15.286	1.565	0.522	14.630
2.737	0.695	15.286	1.555	0.542	14.630
2.735	0.708	15.339	1.565	0.542	14.630
2.723	0.721	15.392	1.565	0.552	14.630
2.712	0.732	15.392	1.565	0.563	14.630
2.703	0.740	15.339	1.560	0.575	14.679
2.702	0.764	15.392	1.565	0.573	14.630
2.682	0.783	15.339	1.565	0.573	14.630
2.669	0.807	15.392	1.565	0.573	14.630
2.659	0.818	15.392	1.565	0.573	14.630
2.659	0.829	15.392	1.565	0.573	14.630
2.648	0.829	15.392	1.560	0.571	14.582
2.646	0.843	15.446	1.565	0.563	14.630
2.656	0.856	15.500	1.576	0.573	14.630
2.656	0.835	15.500	1.570	0.571	14.582
2.646	0.832	15.446	1.571	0.565	14.679
2.656	0.835	15.500	1.571	0.565	14.679
2.657	0.832	15.446	1.576	0.573	14.630
2.668	0.821	15.446	1.581	0.575	14.679
2.666	0.824	15.500	1.591	0.565	14.679
2.666	0.835	15.500	1.591	0.565	14.679
2.666	0.824	15.500	1.601	0.565	14.679
2.677	0.835	15.500	1.606	0.552	14.630
2.677	0.824	15.500	1.601	0.554	14.679
2.688	0.824	15.500	1.596	0.563	14.630
2.698	0.805	15.554	1.596	0.563	14.630
2.699	0.791	15.500	1.596	0.563	14.630
2.710	0.780	15.500	1.591	0.565	14.679
2.730	0.772	15.554	1.586	0.563	14.630
2.762	0.764	15.609	1.586	0.573	14.630
2.775	0.737	15.500	1.591	0.565	14.679
2.797	0.715	15.500	1.596	0.552	14.630
2.818	0.705	15.500	1.596	0.552	14.630
2.840	0.694	15.500	1.601	0.565	14.679
2.862	0.680	15.446	1.607	0.566	14.728
2.894	0.661	15.500	1.612	0.554	14.679
2.906	0.667	15.392	1.612	0.554	14.679
2.886	0.663	15.286	1.612	0.554	14.679
2.854	0.673	15.286	1.612	0.575	14.679
2.852	0.667	15.392	1.617	0.573	14.630
2.843	0.663	15.286	1.612	0.575	14.679
2.833	0.673	15.286	1.606	0.583	14.630
2.843	0.676	15.339	1.596	0.604	14.630
2.895	0.678	15.392	1.596	0.604	14.630
2.949	0.691	15.446	1.591	0.616	14.679
2.972	0.695	15.286	1.601	0.626	14.679
2.972	0.682	15.234	1.607	0.639	14.728
2.972	0.695	15.286	1.622	0.641	14.777
2.962	0.692	15.234	1.638	0.639	14.728
2.972	0.695	15.286	1.648	0.649	14.728
2.961	0.727	15.286	1.658	0.649	14.728
2.950	0.740	15.339	1.668	0.639	14.728
2.949	0.775	15.392	1.679	0.639	14.728
2.949	0.797	15.392	1.673	0.636	14.679
2.939	0.815	15.339	1.663	0.647	14.679
2.939	0.818	15.392	1.658	0.649	14.728
2.928	0.826	15.339	1.653	0.647	14.679
2.918	0.826	15.339	1.658	0.649	14.728
2.898	0.820	15.234	1.664	0.641	14.777
2.897	0.834	15.286	1.674	0.641	14.777
2.885	0.869	15.339	1.674	0.651	14.777
2.885	0.880	15.339	1.679	0.639	14.728
2.875	0.890	15.339	1.679	0.649	14.728
2.874	0.904	15.392	1.668	0.649	14.728
2.863	0.904	15.392	1.668	0.649	14.728
2.863	0.904	15.392	1.663	0.657	14.679
2.853	0.912	15.339	1.653	0.657	14.679
2.842	0.915	15.392	1.642	0.657	14.679
2.821	0.912	15.339	1.638	0.659	14.728
2.809	0.915	15.392	1.612	0.667	14.679
2.809	0.926	15.392	1.581	0.688	14.679
2.819	0.929	15.446	1.571	0.688	14.679
2.820	0.936	15.392	1.560	0.688	14.679
2.809	0.936	15.392	1.560	0.688	14.679
2.809	0.936	15.392	1.560	0.688	14.679
2.809	0.947	15.392	1.560	0.698	14.679
2.799	0.947	15.392	1.555	0.690	14.728
2.798	0.961	15.446	1.555	0.690	14.728
2.788	0.947	15.392	1.565	0.690	14.728
2.788	0.947	15.392	1.565	0.690	14.728
2.777	0.958	15.392	1.565	0.680	14.728
2.777	0.947	15.392	1.565	0.690	14.728
2.776	0.951	15.446	1.565	0.690	14.728
2.765	0.951	15.446	1.571	0.688	14.679
2.765	0.940	15.446	1.565	0.690	14.728
2.764	0.954	15.500	1.565	0.690	14.728
2.753	0.943	15.500	1.565	0.690	14.728
2.733	0.929	15.446	1.565	0.690	14.728
2.730	0.935	15.554	1.565	0.690	14.728
2.730	0.935	15.554	1.565	0.700	14.728
2.730	0.935	15.554	1.571	0.703	14.777
2.730	0.935	15.554	1.576	0.700	14.728
2.730	0.935	15.554	1.571	0.703	14.777
2.730	0.935	15.554	1.576	0.700	14.728
2.751	0.928	15.609	1.576	0.700	14.728
2.762	0.917	15.609	1.576	0.700	14.728
2.764	0.889	15.500	1.576	0.700	14.728
2.774	0.870	15.554	1.576	0.700	14.728
2.785	0.848	15.554	1.581	0.703	14.777
2.786	0.845	15.500	1.581	0.703	14.777
2.786	0.835	15.500	1.591	0.692	14.777
2.787	0.821	15.446	1.586	0.690	14.728
2.787	0.810	15.446	1.586	0.690	14.728
2.798	0.789	15.446	1.586	0.690	14.728
2.798	0.778	15.446	1.596	0.680	14.728
2.788	0.753	15.392	1.607	0.680	14.728
2.798	0.745	15.446	1.612	0.677	14.679
2.798	0.734	15.446	1.606	0.675	14.630
2.789	0.719	15.339	1.606	0.675	14.630
2.789	0.708	15.339	1.596	0.665	14.630
2.789	0.687	15.339	1.596	0.665	14.630
2.779	0.673	15.286	1.601	0.663	14.582
2.778	0.654	15.339	1.606	0.675	14.630
2.779	0.609	15.286	1.596	0.706	14.630
2.780	0.586	15.234	1.555	0.742	14.534
2.801	0.567	15.286	1.509	0.785	14.582
2.812	0.565	15.234	1.519	0.780	14.679
2.824	0.552	15.182	1.540	0.760	14.679
2.835	0.541	15.182	1.565	0.731	14.728
2.846	0.518	15.130	1.591	0.734	14.777
2.846	0.518	15.130	1.633	0.713	14.777
2.836	0.496	15.078	1.690	0.695	14.826
2.826	0.474	15.078	1.737	0.676	14.876
2.816	0.452	15.027	1.789	0.645	14.876
2.806	0.441	15.027	1.808	0.610	14.777
2.795	0.410	15.027	1.829	0.579	14.777
2.774	0.389	15.027	1.835	0.581	14.826
2.764	0.368	15.027	1.856	0.570	14.826
2.743	0.347	15.027	1.877	0.549	14.826
2.732	0.326	15.027	1.908	0.539	14.826
2.702	0.304	14.976	1.939	0.529	14.826
2.681	0.293	14.976	1.966	0.531	14.876
2.680	0.294	15.027	1.987	0.531	14.876
2.678	0.285	15.078	2.011	0.518	14.826
2.669	0.284	15.027	2.029	0.499	14.876
2.659	0.273	15.027	2.049	0.489	14.876
2.669	0.252	15.027	2.088	0.480	14.926
2.671	0.251	14.976	2.112	0.468	14.876
2.660	0.251	14.976	2.133	0.458	14.876
2.671	0.241	14.976	2.164	0.447	14.876
2.671	0.251	14.976	2.177	0.446	14.826
2.671	0.251	14.976	2.195	0.447	14.876
2.671	0.251	14.976	2.205	0.458	14.876
2.671	0.262	14.976	2.213	0.470	14.926
2.671	0.283	14.976	2.241	0.482	14.976
2.669	0.315	15.027	2.252	0.450	14.976
2.678	0.337	15.078	2.265	0.449	14.926
2.668	0.359	15.078	2.291	0.452	15.027
2.657	0.348	15.078	2.304	0.440	14.976
2.659	0.347	15.027	2.294	0.450	14.976
2.659	0.336	15.027	2.291	0.462	15.027
2.657	0.337	15.078	2.291	0.462	15.027
2.648	0.336	15.027	2.288	0.464	15.078
2.647	0.337	15.078	2.278	0.474	15.078
2.636	0.337	15.078	2.267	0.464	15.078
2.618	0.325	14.976	2.259	0.462	15.027
2.606	0.326	15.027	2.254	0.466	15.130
2.604	0.327	15.078	2.246	0.474	15.078
2.594	0.327	15.078	2.251	0.478	15.182
2.592	0.328	15.130	2.235	0.464	15.078
2.583	0.337	15.078	2.225	0.474	15.078
2.582	0.317	15.130	2.222	0.455	15.130
2.582	0.296	15.130	2.211	0.444	15.130
2.580	0.287	15.182	2.204	0.432	15.078
2.571	0.254	15.130	2.190	0.423	15.130
2.571	0.222	15.130	2.183	0.411	15.078
2.571	0.222	15.130	2.169	0.413	15.130
2.571	0.222	15.130	2.162	0.411	15.078
2.582	0.212	15.130	2.133	0.399	15.027
2.592	0.233	15.130	2.095	0.408	14.976
2.604	0.232	15.078	2.053	0.419	14.976
2.613	0.243	15.130	2.011	0.440	14.976
2.613	0.243	15.130	1.997	0.431	15.027
2.615	0.243	15.078	1.986	0.441	15.027
2.615	0.253	15.078	1.979	0.450	14.976
2.626	0.264	15.078	1.955	0.452	15.027
2.626	0.274	15.078	1.948	0.461	14.976
2.626	0.285	15.078	1.934	0.483	15.027
2.626	0.306	15.078	1.923	0.473	15.027
2.636	0.316	15.078	1.913	0.483	15.027
2.636	0.337	15.078	1.896	0.482	14.976
2.656	0.360	15.130	1.881	0.483	15.027
2.657	0.390	15.078	1.871	0.494	15.027
2.657	0.390	15.078	1.839	0.515	15.027
2.657	0.401	15.078	1.807	0.546	15.027
2.657	0.411	15.078	1.797	0.557	15.027
2.666	0.413	15.130	1.803	0.569	15.078
2.666	0.413	15.130	1.814	0.590	15.078
2.657	0.422	15.078	1.803	0.601	15.078
2.666	0.423	15.130	1.799	0.635	15.130
2.666	0.413	15.130	1.805	0.648	15.182
2.657	0.422	15.078	1.805	0.658	15.182
2.657	0.422	15.078	1.800	0.671	15.234
2.657	0.422	15.078	1.805	0.669	15.182
2.657	0.411	15.078	1.800	0.692	15.234
2.666	0.423	15.130	1.790	0.703	15.234
2.657	0.411	15.078	1.800	0.703	15.234
2.666	0.413	15.130	1.784	0.733	15.182
2.666	0.423	15.130	1.767	0.751	15.130
2.668	0.411	15.078	1.759	0.783	15.339
2.657	0.411	15.078	1.764	0.780	15.286
2.666	0.413	15.130	1.759	0.794	15.339
2.656	0.413	15.130	1.759	0.826	15.339
2.645	0.413	15.130	1.755	0.840	15.392
2.645	0.413	15.130	1.748	0.847	15.339
2.645	0.413	15.130	1.748	0.847	15.339
2.645	0.402	15.130	1.755	0.850	15.392
2.636	0.390	15.078	1.755	0.861	15.392
2.634	0.391	15.130	1.755	0.872	15.392
2.626	0.390	15.078	1.755	0.872	15.392
2.626	0.390	15.078	1.755	0.872	15.392
2.624	0.381	15.130	1.761	0.875	15.446
2.624	0.381	15.130	1.765	0.872	15.392
2.615	0.369	15.078	1.761	0.886	15.446
2.615	0.369	15.078	1.761	0.897	15.446
2.604	0.369	15.078	1.761	0.897	15.446
2.604	0.359	15.078	1.761	0.907	15.446
2.603	0.360	15.130	1.761	0.918	15.446
2.603	0.360	15.130	1.761	0.918	15.446
2.592	0.360	15.130	1.750	0.918	15.446
2.594	0.359	15.078	1.750	0.907	15.446
2.594	0.359	15.078	1.750	0.907	15.446
2.594	0.359	15.078	1.739	0.907	15.446
2.594	0.359	15.078	1.734	0.900	15.500
2.594	0.359	15.078	1.734	0.889	15.500
2.594	0.359	15.078	1.734	0.878	15.500
2.592	0.349	15.130	1.723	0.867	15.500
2.592	0.360	15.130	1.723	0.856	15.500
2.583	0.369	15.078	1.717	0.843	15.446
2.582	0.370	15.130	1.717	0.843	15.446
2.583	0.369	15.078	1.717	0.832	15.446
2.583	0.369	15.078	1.707	0.810	15.446
2.594	0.369	15.078	1.707	0.799	15.446
2.594	0.359	15.078	1.707	0.789	15.446
2.594	0.359	15.078	1.707	0.767	15.446
2.596	0.347	15.027	1.702	0.737	15.500
2.604	0.348	15.078	1.707	0.724	15.446
2.606	0.347	15.027	1.707	0.713	15.446
2.617	0.347	15.027	1.696	0.702	15.446
2.617	0.336	15.027	1.685	0.680	15.446
2.627	0.347	15.027	1.685	0.670	15.446
2.627	0.336	15.027	1.696	0.659	15.446
2.627	0.336	15.027	1.713	0.640	15.500
2.626	0.337	15.078	1.723	0.618	15.500
2.626	0.348	15.078	1.728	0.605	15.446
2.627	0.336	15.027	1.728	0.605	15.446
2.627	0.357	15.027	1.745	0.564	15.500
2.629	0.356	14.976	1.761	0.551	15.446
2.639	0.377	14.976	1.771	0.529	15.446
2.650	0.388	14.976	1.815	0.486	15.446
2.669	0.399	15.027	1.815	0.486	15.446
2.693	0.386	14.926	1.815	0.486	15.446
2.715	0.354	14.876	2.371	-0.032	15.339
2.776	0.313	14.926	2.413	-0.043	15.339
2.808	0.261	14.926	2.433	-0.022	15.392
2.860	0.240	14.926	2.511	-0.011	15.609
2.895	0.246	14.679	2.546	-0.043	15.234
2.927	0.245	14.582	2.567	-0.032	15.234
2.967	0.245	14.582	2.590	-0.032	15.182
2.987	0.256	14.630	2.633	-0.032	15.182
2.988	0.255	14.582	2.631	-0.021	15.234
3.019	0.254	14.534	2.599	0.011	15.234
3.090	0.267	14.679	2.543	0.011	15.027
3.131	0.297	14.630	2.505	0.000	14.926
3.130	0.342	14.393	2.470	0.000	14.777
3.110	0.379	14.254	2.439	0.010	14.777
3.110	0.389	14.254	2.384	0.031	14.630
3.100	0.446	14.163	2.322	0.041	14.630
3.100	0.515	14.163	2.248	0.051	14.679
3.080	0.592	14.118	2.195	0.073	14.876
3.060	0.646	14.208	2.178	0.031	14.976
3.060	0.662	14.346	2.202	-0.167	14.926
3.080	0.666	14.440	2.202	-0.167	14.926
3.100	0.679	14.487	2.205	-0.156	14.876
3.141	0.691	14.534	2.195	-0.156	14.876
3.141	0.701	14.534	2.180	-0.124	14.777
3.151	0.714	14.582	2.160	-0.072	14.777
3.172	0.726	14.630	2.132	0.000	14.728
3.172	0.716	14.630	2.122	0.051	14.728
3.172	0.706	14.630	2.166	0.021	14.679
3.141	0.688	14.679	2.177	-0.041	14.826
3.131	0.675	14.630	2.133	-0.104	14.876
3.121	0.680	14.728	2.088	-0.146	14.926
3.090	0.672	14.777	2.088	-0.146	14.926
3.038	0.672	14.777	1.781	-0.118	15.339
3.007	0.661	14.777	1.716	-0.161	15.339
2.986	0.651	14.777	1.711	-0.237	15.392
2.955	0.630	14.777	1.717	-0.270	15.446
2.934	0.622	14.826	1.663	-0.194	15.446
2.924	0.612	14.826	1.658	-0.118	15.392
2.903	0.601	14.826	1.598	-0.054	15.339
2.883	0.589	14.777	1.566	0.064	15.234
2.883	0.589	14.777	1.576	0.169	15.130
2.883	0.589	14.777	1.609	0.202	15.234
2.883	0.589	14.777	1.609	0.245	15.234
2.882	0.591	14.826	1.646	0.276	15.182
2.882	0.591	14.826	1.677	0.318	15.182
2.873	0.579	14.777	1.709	0.340	15.182
2.873	0.589	14.777	1.709	0.350	15.182
2.862	0.589	14.777	1.726	0.362	15.234
2.862	0.589	14.777	1.726	0.384	15.234
2.872	0.601	14.826	1.732	0.396	15.286
2.862	0.591	14.826	1.738	0.429	15.339
2.872	0.601	14.826	1.738	0.440	15.339
2.862	0.601	14.826	1.748	0.451	15.339
2.862	0.601	14.826	1.759	0.472	15.339
2.862	0.601	14.826	1.770	0.483	15.339
2.851	0.591	14.826	1.776	0.495	15.392
2.851	0.591	14.826	1.793	0.518	15.446
2.851	0.581	14.826	1.798	0.549	15.392
2.851	0.591	14.826	1.793	0.572	15.446
2.842	0.579	14.777	1.793	0.583	15.446
2.851	0.570	14.826	1.793	0.605	15.446
2.842	0.568	14.777	1.799	0.629	15.500
2.831	0.568	14.777	1.806	0.653	15.554
2.831	0.558	14.777	1.810	0.683	15.500
2.831	0.558	14.777	1.810	0.694	15.500
2.831	0.568	14.777	1.806	0.707	15.554
2.831	0.558	14.777	1.806	0.729	15.554
2.831	0.558	14.777	1.806	0.751	15.554
2.831	0.558	14.777	1.801	0.775	15.609
2.842	0.548	14.777	1.801	0.786	15.609
2.832	0.556	14.728	1.806	0.783	15.554
2.831	0.548	14.777	1.812	0.808	15.609
2.831	0.548	14.777	1.823	0.830	15.609
2.832	0.556	14.728	1.834	0.840	15.609
2.831	0.548	14.777	1.845	0.851	15.609
2.831	0.537	14.777	1.856	0.862	15.609
2.831	0.537	14.777	1.860	0.870	15.554
2.831	0.537	14.777	1.853	0.867	15.500
2.832	0.525	14.728	1.843	0.867	15.500
2.822	0.525	14.728	1.838	0.859	15.554
2.822	0.515	14.728	1.834	0.862	15.609
2.831	0.517	14.777	1.834	0.862	15.609
2.822	0.505	14.728	1.827	0.859	15.554
2.812	0.505	14.728	1.821	0.856	15.500
2.812	0.505	14.728	1.810	0.845	15.500
2.812	0.505	14.728	1.795	0.827	15.554
2.812	0.494	14.728	1.795	0.816	15.554
2.811	0.496	14.777	1.790	0.808	15.609
2.811	0.496	14.777	1.790	0.797	15.609
2.812	0.484	14.728	1.790	0.808	15.609
2.812	0.474	14.728	1.790	0.808	15.609
2.812	0.474	14.728	1.784	0.805	15.554
2.812	0.463	14.728	1.784	0.794	15.554
2.801	0.453	14.728	1.779	0.786	15.609
2.801	0.453	14.728	1.779	0.786	15.609
2.801	0.453	14.728	1.779	0.786	15.609
2.800	0.444	14.777	1.784	0.794	15.554
2.800	0.444	14.777	1.784	0.794	15.554
2.800	0.444	14.777	1.790	0.797	15.609
2.791	0.433	14.728	1.790	0.808	15.609
2.791	0.433	14.728	1.795	0.805	15.554
2.800	0.434	14.777	1.795	0.816	15.554
2.801	0.433	14.728	1.801	0.819	15.609
2.801	0.433	14.728	1.801	0.830	15.609
2.801	0.433	14.728	1.812	0.840	15.609
2.811	0.434	14.777	1.806	0.848	15.554
2.811	0.434	14.777	1.801	0.851	15.609
2.811	0.434	14.777	1.801	0.862	15.609
2.811	0.434	14.777	1.801	0.862	15.609
2.811	0.434	14.777	1.795	0.859	15.554
2.811	0.434	14.777	1.790	0.851	15.609
2.811	0.434	14.777	1.779	0.830	15.609
2.812	0.433	14.728	1.773	0.816	15.554
2.821	0.434	14.777	1.768	0.797	15.609
2.812	0.433	14.728	1.779	0.775	15.609
2.821	0.434	14.777	1.779	0.775	15.609
2.822	0.433	14.728	1.790	0.775	15.609
2.822	0.433	14.728	1.795	0.751	15.554
2.822	0.443	14.728	1.795	0.740	15.554
2.822	0.443	14.728	1.795	0.740	15.554
2.822	0.443	14.728	1.795	0.751	15.554
2.822	0.443	14.728	1.795	0.740	15.554
2.822	0.433	14.728	1.795	0.740	15.554
2.813	0.431	14.679	1.795	0.729	15.554
2.822	0.422	14.728	1.806	0.718	15.554
2.814	0.419	14.630	1.810	0.705	15.500
2.813	0.411	14.679	1.816	0.685	15.554
2.792	0.400	14.679	1.825	0.659	15.446
2.774	0.377	14.582	1.838	0.631	15.554
2.753	0.377	14.582	1.836	0.594	15.446
2.733	0.367	14.582	1.845	0.526	15.339
2.720	0.359	14.679	1.860	0.481	15.286
2.701	0.358	14.630	1.858	0.467	15.182
2.700	0.370	14.679	1.864	0.469	15.234
2.681	0.379	14.630	1.879	0.467	15.182
2.669	0.390	14.679	1.886	0.479	15.234
2.650	0.399	14.630	1.900	0.467	15.182
2.638	0.400	14.679	1.924	0.470	15.286
2.609	0.419	14.630	1.943	0.467	15.182
2.568	0.430	14.630	1.943	0.467	15.182
2.535	0.431	14.679	1.953	0.467	15.182
2.515	0.431	14.679	1.964	0.457	15.182
2.484	0.431	14.679	1.975	0.457	15.182
2.451	0.422	14.728	1.978	0.444	15.130
2.441	0.422	14.728	1.989	0.444	15.130
2.418	0.434	14.777	2.007	0.435	15.182
2.405	0.435	14.826	2.017	0.435	15.182
2.385	0.456	14.826	2.010	0.423	15.130
2.372	0.468	14.876	2.013	0.426	15.234
2.354	0.467	14.826	2.035	0.426	15.234
2.341	0.468	14.876	2.045	0.405	15.234
2.338	0.480	14.926	2.056	0.394	15.234
2.328	0.480	14.926	2.038	0.403	15.182
2.328	0.470	14.926	2.010	0.423	15.130
2.346	0.461	14.976	1.996	0.435	15.182
2.367	0.450	14.976	1.985	0.457	15.182
2.396	0.441	15.027	1.964	0.457	15.182
2.403	0.416	14.876	1.960	0.447	15.234
2.401	0.428	14.926	1.964	0.446	15.182
2.390	0.438	14.926	1.953	0.446	15.182
2.388	0.440	14.976	1.953	0.425	15.182
2.375	0.462	15.027	1.953	0.414	15.182
2.364	0.473	15.027	1.953	0.403	15.182
2.348	0.470	14.926	1.957	0.381	15.130
2.333	0.452	15.027	1.964	0.382	15.182
2.333	0.441	15.027	1.975	0.372	15.182
2.315	0.450	14.976	1.985	0.361	15.182
2.304	0.440	14.976	2.003	0.362	15.234
2.301	0.441	15.027	2.017	0.340	15.182
2.299	0.453	15.078	2.017	0.329	15.182
2.299	0.464	15.078	2.035	0.330	15.234
2.306	0.476	15.130	2.038	0.318	15.182
2.309	0.485	15.078	2.038	0.308	15.182
2.309	0.496	15.078	2.049	0.297	15.182
2.317	0.497	15.130	2.056	0.288	15.234
2.320	0.506	15.078	2.067	0.277	15.234
2.325	0.510	15.182	2.070	0.276	15.182
2.328	0.508	15.130	2.081	0.265	15.182
2.336	0.510	15.182	2.091	0.255	15.182
2.336	0.510	15.182	2.081	0.265	15.182
2.336	0.499	15.182	2.091	0.255	15.182
2.346	0.499	15.182	2.091	0.255	15.182
2.354	0.501	15.234	2.091	0.255	15.182
2.357	0.488	15.182	2.095	0.254	15.130
2.357	0.488	15.182	2.095	0.254	15.130
2.357	0.478	15.182	2.091	0.255	15.182
2.357	0.478	15.182	2.084	0.265	15.130
2.357	0.478	15.182	2.081	0.265	15.182
2.367	0.467	15.182	2.091	0.255	15.182
2.367	0.467	15.182	2.084	0.265	15.130
2.367	0.457	15.182	2.081	0.276	15.182
2.370	0.455	15.130	2.084	0.275	15.130
2.378	0.457	15.182	2.091	0.276	15.182
2.389	0.457	15.182	2.102	0.276	15.182
2.389	0.457	15.182	2.102	0.276	15.182
2.399	0.457	15.182	2.102	0.276	15.182
2.402	0.455	15.130	2.105	0.275	15.130
2.410	0.457	15.182	2.095	0.296	15.130
2.412	0.455	15.130	2.095	0.307	15.130
2.423	0.455	15.130	2.095	0.296	15.130
2.431	0.467	15.182	2.095	0.307	15.130
2.444	0.455	15.130	2.095	0.307	15.130
2.452	0.457	15.182	2.084	0.307	15.130
2.465	0.455	15.130	2.074	0.307	15.130
2.497	0.455	15.130	2.063	0.317	15.130
2.539	0.466	15.130	2.056	0.316	15.078
2.562	0.474	15.078	2.053	0.307	15.130
2.575	0.473	15.027	2.049	0.305	15.027
2.613	0.487	15.130	2.028	0.315	15.027
2.639	0.492	14.976	2.011	0.314	14.976
2.669	0.515	15.027	1.979	0.325	14.976
2.690	0.536	15.027	1.941	0.355	14.926
2.722	0.546	15.027	1.897	0.353	14.826
2.753	0.567	15.027	1.856	0.311	14.826
2.765	0.586	14.976	1.831	0.281	14.876
2.785	0.631	15.027	1.814	0.311	14.826
